koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
"FALSE POSITIVE",471.37787,0.05813,-0.05813,0.0666,0.4157,-0.0663,16.91,4.8,-4.8,102.9,22,-22,1.31,0.65,-0.27,1.20,1.76,-0.54,12.20,1,5831.00,156.00,-178.00,4.236,0.177,-0.257,0.1800,0.1800,-0.2800,1.3050,0.6400,-0.2740,1.0710,0.2430,-0.1320
"CANDIDATE",52.69092296,,,,,,2.31,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"FALSE POSITIVE",425.22927,0.01294,-0.01294,0.1812,0.2837,-0.1811,6.76,1.4,-1.4,829,166,-166,1.4,0.14,-0.14,0.06,0.02,-0.02,6.40,1,3803.00,55.00,-82.00,4.755,0.060,-0.070,-0.2000,0.1000,-0.1000,0.4920,0.0500,-0.0500,0.5020,0.0500,-0.0500
"CANDIDATE",37.71508287,,,,,,1.8,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"CANDIDATE",5.1779065,0.0006357,-0.0006357,0.073,0.374,-0.073,5.366,0.395,-0.395,129.5,16.3,-16.3,2.93,0.45,-0.84,1692.64,703.77,-874.43,9.50,1,5921.00,89.00,-71.00,3.766,0.238,-0.102,0.2000,0.1500,-0.1500,2.5890,0.4010,-0.7450,1.4270,0.1180,-0.2190
"CANDIDATE",474.22897,0.03071,-0.03071,0.1936,0.2733,-0.1936,13.05,1.7,-1.7,475.2,79.7,-79.7,2,0.77,-0.15,0.60,0.68,-0.15,7.20,1,5818.00,157.00,-197.00,4.523,0.028,-0.284,0.0700,0.1900,-0.2700,0.9250,0.3550,-0.0690,1.0390,0.1270,-0.1200
"CANDIDATE",371.50631,0.01167,-0.01167,0.0156,0.4519,-0.0155,8.854,0.8,-0.8,992,108,-108,2.88,1.17,-0.26,0.80,0.99,-0.20,14.10,1,5696.00,166.00,-162.00,4.491,0.049,-0.283,0.0200,0.2200,-0.2800,0.9240,0.3760,-0.0820,0.9650,0.1100,-0.0940
"FALSE POSITIVE",606.91488768,,,,,,5.96,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
"FALSE POSITIVE",5.24331899,9.245e-05,-9.245e-05,0.778,0.19,-0.552,11.137,0.468,-0.468,106.8,5.7,-5.7,0.83,0.14,-0.06,138.45,73.45,-32.65,20.10,1,5430.00,160.00,-144.00,4.613,0.035,-0.105,-0.3600,0.3000,-0.3000,0.7350,0.1230,-0.0570,0.8230,0.0760,-0.0930
"CONFIRMED",47.0320478,0.0007193,-0.0007193,0.161,0.311,-0.161,5.892,0.302,-0.302,367.8,31.2,-31.2,1.98,0.42,-0.31,13.83,7.61,-4.56,13.70,1,5370.00,80.00,-80.00,4.337,0.145,-0.160,0.1800,0.1500,-0.1000,1.0550,0.2200,-0.1650,0.8810,0.0610,-0.0350
"FALSE POSITIVE",10.31453308,1.882e-05,-1.882e-05,1.276,54.13,-0.121,3.6641,0.0637,-0.0637,2004.1,33.3,-33.3,29.6,5.45,-3.64,144.83,86.21,-47.37,71.60,1,6335.00,208.00,-208.00,4.455,0.150,-0.150,-1.9200,0.3000,-0.0500,0.8370,0.1540,-0.1030,0.7280,0.0740,-0.0260
"FALSE POSITIVE",15.52861675,6.9e-05,-6.9e-05,0.113,0.35,-0.113,2.131,0.111,-0.111,500,34,-34,1.96,0.57,-0.19,51.98,44.67,-14.51,17.30,1,5750.00,156.00,-173.00,4.538,0.038,-0.200,-0.0400,0.2500,-0.3000,0.8820,0.2580,-0.0860,0.9800,0.1020,-0.1250
"FALSE POSITIVE",53.501860974,5.789e-06,-5.789e-06,0.431,0.01,-0.012,5.25334,0.00538,-0.00538,456778,418,-418,55.23,9.74,-4.51,6.63,3.79,-1.67,1363.90,1,5436.00,177.00,-160.00,4.587,0.045,-0.105,-0.3800,0.3500,-0.3000,0.7480,0.1320,-0.0610,0.7900,0.0930,-0.0670
"FALSE POSITIVE",10.692230094,7.05e-07,-7.05e-07,0.528,0.005,-0.007,5.46939,0.00301,-0.00301,376651,188,-188,65.42,20.3,-6.74,115.48,105.00,-33.20,2402.00,1,6022.00,162.00,-180.00,4.490,0.054,-0.216,-0.2000,0.3000,-0.3000,0.9410,0.2920,-0.0970,0.9970,0.1310,-0.1310
"FALSE POSITIVE",1.60375114,1.079e-05,-1.079e-05,0.54,0.058,-0.432,1.498,0.173,-0.173,51,6.5,-6.5,0.82,0.24,-0.19,1918.63,1557.53,-901.18,9.40,1,5818.00,145.00,-159.00,4.292,0.209,-0.190,-0.2400,0.3000,-0.3000,1.1160,0.3140,-0.2570,0.8910,0.1320,-0.0880
"FALSE POSITIVE",15.7397651,0.0002605,-0.0002605,0.077,0.381,-0.077,3.297,0.301,-0.301,287.7,30.9,-30.9,1.18,0.09,-0.12,19.54,6.26,-5.82,11.20,1,4733.00,167.00,-167.00,4.569,0.063,-0.031,-0.0600,0.3000,-0.3000,0.7230,0.0520,-0.0720,0.7060,0.0770,-0.0580
"CANDIDATE",117.26808432,,,,,,2.2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"FALSE POSITIVE",73.3377984,0.0001147,-0.0001147,0.978,10.96,-0.183,9.029,0.147,-0.147,114900,1003,-1003,73.06,28.32,-8.85,30.85,35.45,-11.06,155.50,1,7276.00,203.00,-330.00,4.318,0.072,-0.232,-0.2400,0.2500,-0.3500,1.3210,0.5120,-0.1600,1.3420,0.2250,-0.1840
"FALSE POSITIVE",282.159571,0.00801,-0.00801,0.5987,0.0107,-0.494,5.069,0.531,-0.531,196.3,19.7,-19.7,3.09,1.11,-1.11,9.13,9.68,-5.94,14.20,1,6677.00,182.00,-263.00,3.920,0.293,-0.188,-0.2200,0.2600,-0.3000,2.1080,0.7600,-0.7570,1.3510,0.2790,-0.2870
"FALSE POSITIVE",6.58729511,7.266e-05,-7.266e-05,0.723,0.12,-0.046,8.3582,0.0409,-0.0409,127965,685,-685,58.09,19.51,-23.84,416.15,429.61,-289.70,304.20,1,5619.00,186.00,-186.00,4.070,0.462,-0.198,-0.3200,0.3500,-0.2500,1.4060,0.4720,-0.5770,0.8480,0.1170,-0.0850
"FALSE POSITIVE",459.23193,0.01418,-0.01418,0.8765,0.0098,-0.6127,17.722,0.623,-0.623,418.7,27.2,-27.2,2.64,0.89,-0.45,1.17,1.16,-0.45,19.50,1,6067.00,158.00,-173.00,4.307,0.157,-0.225,-0.3800,0.3000,-0.2800,1.1160,0.3770,-0.1900,0.9220,0.1390,-0.0930
"CANDIDATE",62.312419,0.001246,-0.001246,0.3683,0.0993,-0.3683,5.561,0.482,-0.482,123,15.3,-15.3,6.15,2.65,-2.77,116.69,144.60,-86.24,9.10,1,4999.00,112.00,-177.00,3.243,0.329,-0.280,0.2800,0.1400,-0.3400,5.6150,2.4230,-2.5320,2.0120,0.3250,-0.9280
"FALSE POSITIVE",25.9493253,0.0005851,-0.0005851,0.655,0.012,-0.529,12.17,1,-1,354.5,34.8,-34.8,1.04,0.07,-0.05,6.62,1.85,-1.31,13.10,1,4835.00,145.00,-145.00,4.758,0.021,-0.049,-1.3200,0.3000,-0.3000,0.5260,0.0350,-0.0250,0.5780,0.0270,-0.0340
"FALSE POSITIVE",212.76701,0.01386,-0.01386,0.3531,0.0969,-0.3339,12.8,1.6,-1.6,74.3,12,-12,1.08,0.65,-0.18,3.71,6.68,-1.47,6.80,1,6098.00,147.00,-194.00,4.286,0.136,-0.313,0.0400,0.1800,-0.3000,1.2450,0.7410,-0.2130,1.0900,0.2740,-0.1270
"FALSE POSITIVE",386.62189,0.02355,-0.02355,0.1616,0.2909,-0.1615,17.72,1.1,-1.1,193.2,18.8,-18.8,1.44,0.57,-0.16,1.21,1.38,-0.36,12.30,1,6085.00,144.00,-176.00,4.412,0.073,-0.274,-0.1800,0.2500,-0.3000,1.0330,0.4110,-0.1150,1.0060,0.1630,-0.1180
"FALSE POSITIVE",84.644104,0.00237,-0.00237,0.178,0.261,-0.178,48.182,0.786,-0.786,512,17.2,-17.2,34.61,2.13,-12.07,584.49,171.88,-381.22,33.50,1,5229.00,184.00,-253.00,2.486,0.030,-0.030,-0.5000,0.1500,-0.5000,15.5170,0.9550,-5.4120,2.6880,0.1660,-1.4960
"FALSE POSITIVE",575.95408,0.01448,-0.01448,0.0868,0.3788,-0.0867,8.618,0.73,-0.73,1210,132,-132,2.92,1.07,-0.27,0.33,0.38,-0.08,11.40,1,5398.00,174.00,-144.00,4.508,0.055,-0.238,-0.0400,0.2800,-0.2600,0.8540,0.3140,-0.0780,0.8570,0.1010,-0.0740
"CANDIDATE",426.942225,0.007556,-0.007556,0.2981,0.1556,-0.2981,3.965,0.423,-0.423,1209,152,-152,2.32,0.33,-0.18,0.29,0.14,-0.07,11.80,1,5126.00,152.00,-139.00,4.623,0.042,-0.071,-0.5600,0.3400,-0.3000,0.6690,0.0970,-0.0520,0.6850,0.0920,-0.0490
"FALSE POSITIVE",117.844963,0.002024,-0.002024,0.4594,0.0091,-0.4591,1.951,0.352,-0.352,1043,181,-181,2.52,0.51,-0.2,2.13,1.44,-0.55,6.60,1,5317.00,195.00,-173.00,4.595,0.029,-0.128,-0.1400,0.3200,-0.2800,0.7690,0.1570,-0.0610,0.8590,0.0750,-0.1020
"CANDIDATE",83.499618,0.004992,-0.004992,0.341,0.123,-0.341,16.03,1.4,-1.4,501,37.4,-37.4,1.72,0.19,-0.2,3.29,1.45,-1.05,16.10,1,5141.00,196.00,-179.00,4.526,0.082,-0.075,-0.2400,0.3000,-0.3000,0.7730,0.0880,-0.0880,0.7310,0.1100,-0.0510
"CANDIDATE",91.507044,0.001381,-0.001381,0.1665,0.2766,-0.1665,5.019,0.326,-0.326,539,56.1,-56.1,1.43,5.41,-0.11,1.97,49.96,-0.48,12.40,1,5040.00,183.00,-143.00,4.635,0.056,-1.207,-0.8400,0.3800,-0.2800,0.6260,2.3630,-0.0500,0.6160,0.2630,-0.0290
"CANDIDATE",188.664098,0.006656,-0.006656,0.2033,0.2435,-0.2032,5.179,0.617,-0.617,960,138,-138,2.02,0.26,-0.19,0.68,0.29,-0.19,9.40,1,4788.00,152.00,-134.00,4.599,0.059,-0.053,-0.3600,0.3400,-0.3000,0.6720,0.0840,-0.0650,0.6550,0.0930,-0.0480
"CANDIDATE",75.636309,0.001236,-0.001236,0.2749,0.1826,-0.2746,2.588,0.432,-0.432,174.6,32.7,-32.7,1.32,0.58,-0.12,9.45,12.09,-2.62,6.00,1,6072.00,151.00,-195.00,4.467,0.047,-0.302,-0.0800,0.2200,-0.3000,0.9940,0.4350,-0.0920,1.0540,0.1940,-0.1290
"FALSE POSITIVE",24.614775,0.0002371,-0.0002371,0.089,0.365,-0.089,2.395,0.213,-0.213,229.4,25.8,-25.8,1.28,0.32,-0.12,25.69,19.34,-6.69,10.50,1,5654.00,152.00,-152.00,4.536,0.046,-0.173,-0.1600,0.3000,-0.3000,0.8490,0.2170,-0.0780,0.9040,0.0950,-0.0950
"FALSE POSITIVE",1.21374744,2.2e-08,-2.2e-08,0.831,0.006,-0.006,5.79293,0.00102,-0.00102,185129,25.4,-25.4,96.19,29.24,-23.94,8380.25,7520.82,-4336.22,8755.20,1,6791.00,189.00,-260.00,4.137,0.185,-0.185,-0.2400,0.2500,-0.3000,1.6190,0.4920,-0.4030,1.3200,0.1940,-0.2160
"CANDIDATE",492.23808,0.01382,-0.01382,0.0198,0.3974,-0.0198,12.53,0.706,-0.706,676.8,66.3,-66.3,2.19,0.91,-0.17,0.45,0.56,-0.10,13.20,1,5609.00,159.00,-149.00,4.546,0.030,-0.285,-0.0400,0.2500,-0.2600,0.8540,0.3520,-0.0670,0.9370,0.0850,-0.0910
"CANDIDATE",198.6004,0.003484,-0.003484,0.648,0.3126,-0.4289,3.53,0.407,-0.407,300.8,36.8,-36.8,4.6,2.63,-1.3,10.45,18.21,-5.69,9.80,1,5357.00,141.00,-160.00,3.641,0.256,-0.336,-0.5800,0.2800,-0.3000,2.5220,1.4440,-0.7140,1.0140,0.2930,-0.1650
"FALSE POSITIVE",372.30881,0.0178,-0.0178,0.1243,0.3324,-0.1242,3.874,0.92,-0.92,535.2,94.8,-94.8,2.09,0.82,-0.18,0.91,1.05,-0.23,14.90,1,5966.00,154.00,-175.00,4.519,0.036,-0.287,-0.2000,0.2600,-0.3000,0.9040,0.3560,-0.0760,0.9870,0.1080,-0.1230
"FALSE POSITIVE",454.244158,0.005224,-0.005224,0.0033,0.4534,-0.0032,3.399,0.24,-0.24,241,25.9,-25.9,2.93,1.07,-1.12,3.80,4.18,-2.55,9.90,1,6446.00,198.00,-234.00,3.935,0.348,-0.185,-0.5200,0.3000,-0.3000,1.8740,0.6840,-0.7150,1.1030,0.2500,-0.1870
"FALSE POSITIVE",112.48226,0.00183,-0.00183,0.5181,0.4945,-0.3108,1.923,0.357,-0.357,195.7,39.4,-39.4,1.37,0.51,-0.12,5.23,5.57,-1.39,5.20,1,6089.00,143.00,-182.00,4.495,0.043,-0.275,-0.1800,0.2400,-0.3000,0.9500,0.3530,-0.0850,1.0310,0.1350,-0.1270
"FALSE POSITIVE",218.56734012,,,,,,2.38,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"FALSE POSITIVE",229.948531,0.00628,-0.00628,0.35,0.1882,-0.35,1.813,0.397,-0.397,154.2,41.1,-41.1,1.09,0.46,-0.08,1.93,2.41,-0.44,6.10,1,6225.00,159.00,-171.00,4.537,0.032,-0.311,-0.6200,0.2800,-0.2800,0.8610,0.3650,-0.0610,0.9310,0.0980,-0.1060
"FALSE POSITIVE",403.5637828,,,,,,3.64,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"FALSE POSITIVE",2.41172358,2.43e-05,-2.43e-05,1.281,5.401,-0.127,2.6311,0.0328,-0.0328,3364.7,36.3,-36.3,50.53,14.5,-10.54,1997.33,1702.56,-931.98,108.60,1,6363.00,181.00,-250.00,4.220,0.185,-0.185,-0.2400,0.2500,-0.3000,1.3320,0.3820,-0.2780,1.0720,0.1770,-0.1450
"FALSE POSITIVE",92.9314146,,,,,,2.35,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"FALSE POSITIVE",103.22293786,,,,,,2.63,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"CANDIDATE",5.71966537,5.105e-05,-5.105e-05,0.1103,0.3589,-0.1103,3.938,0.195,-0.195,19.1,1.8,-1.8,0.82,0.34,-0.29,1131.75,1344.26,-715.95,11.30,1,6356.00,151.00,-187.00,3.985,0.301,-0.212,-0.1400,0.2400,-0.2800,1.8650,0.7670,-0.6650,1.2270,0.2990,-0.2200
"FALSE POSITIVE",209.06299275,1.554e-05,-1.554e-05,0.823,0.059,-0.228,10.0389,0.00855,-0.00855,250913,536,-536,72.26,22.58,-9.67,2.77,2.54,-0.95,3295.60,1,6130.00,164.00,-200.00,4.420,0.072,-0.203,-0.2000,0.2500,-0.3500,1.0240,0.3200,-0.1370,1.0050,0.1530,-0.1250
"CANDIDATE",201.621794,0.007555,-0.007555,0.1779,0.3135,-0.1778,3.172,0.669,-0.669,480,109,-109,2.02,0.81,-0.2,2.14,2.54,-0.60,6.80,1,5919.00,167.00,-175.00,4.483,0.057,-0.280,-0.2400,0.2800,-0.2800,0.9230,0.3670,-0.0930,0.9450,0.1190,-0.1050
"FALSE POSITIVE",70.335879746,4.194e-06,-4.194e-06,1.04,0.248,-0.01,4.65625,0.00271,-0.00271,24418.4,13.7,-13.7,29.56,6.21,-2.88,10.10,6.16,-2.89,2148.60,1,6081.00,145.00,-199.00,4.478,0.050,-0.150,-0.1800,0.2500,-0.3500,0.9660,0.2030,-0.0940,1.0220,0.1170,-0.1300
"FALSE POSITIVE",591.37382,0.01092,-0.01092,0.1609,0.2834,-0.1603,4.35,1.4,-1.4,245,39.1,-39.1,2.2,0.98,-0.47,1.65,2.14,-0.76,10.70,1,6609.00,163.00,-211.00,4.183,0.182,-0.248,-0.4800,0.2400,-0.3000,1.3910,0.6150,-0.2990,1.0760,0.2150,-0.1250
"FALSE POSITIVE",559.28332,0.01251,-0.01251,0.3058,0.1483,-0.3057,4.245,0.695,-0.695,1360,262,-262,2.54,0.1,-0.2,0.12,0.03,-0.03,6.70,1,4386.00,140.00,-132.00,4.586,0.042,-0.018,0.2600,0.1800,-0.2600,0.7090,0.0300,-0.0540,0.7080,0.0390,-0.0510
"CANDIDATE",24.6777128,0.0005909,-0.0005909,0.6305,0.0139,-0.4973,5.088,0.52,-0.52,131.3,17.7,-17.7,6.04,0.83,-0.8,451.88,189.38,-141.56,9.00,1,4995.00,116.00,-117.00,3.118,0.030,-0.029,-0.2800,0.2400,-0.2400,5.0580,0.6970,-0.6630,1.2250,0.3370,-0.2940
"CANDIDATE",113.05980069,,,,,,19.03,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"FALSE POSITIVE",136.355967,0.002262,-0.002262,0.6066,0.3466,-0.2796,3.17,1,-1,165.1,81.5,-81.5,1.42,0.63,-0.16,4.93,6.43,-1.50,6.30,1,6077.00,151.00,-196.00,4.408,0.071,-0.290,-0.0600,0.2200,-0.3000,1.0580,0.4710,-0.1160,1.0420,0.2040,-0.1220
"CANDIDATE",54.6957124,0.0009965,-0.0009965,0.954,0.025,-0.66,6.89,0.494,-0.494,1096,103,-103,3.28,0.45,-0.4,6.34,3.04,-2.10,12.40,1,5299.00,186.00,-186.00,4.535,0.093,-0.076,-0.4400,0.3500,-0.3000,0.7570,0.1020,-0.0920,0.7150,0.1040,-0.0450
"FALSE POSITIVE",532.9307,0.1568,-0.1568,0.4579,0.0319,-0.4578,3.89,1.3,-1.3,181.4,46.6,-46.6,4.68,0.84,-1.59,14.53,8.15,-9.15,5.30,1,7872.00,231.00,-310.00,3.698,0.276,-0.097,-0.0400,0.2500,-0.3800,3.3730,0.6040,-1.1480,2.0680,0.2940,-0.4110
"CANDIDATE",169.84787744,,,,,,2.82,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"CANDIDATE",284.699924,0.004635,-0.004635,0.3145,0.1587,-0.3144,3.709,0.826,-0.826,371.1,80.4,-80.4,2,0.84,-0.21,1.74,2.14,-0.52,7.60,1,6054.00,156.00,-193.00,4.425,0.065,-0.285,-0.1000,0.2200,-0.3000,1.0280,0.4320,-0.1090,1.0230,0.1830,-0.1200
"FALSE POSITIVE",171.69799,0.004121,-0.004121,0.2266,0.2233,-0.2265,2.904,0.344,-0.344,878,124,-124,39.78,1.92,-15.02,140.73,21.42,-94.68,7.70,1,5033.00,60.00,-208.00,2.645,0.031,-0.027,0.0700,0.1400,-0.5700,13.6790,0.6600,-5.1650,3.0100,0.1180,-1.8280
"FALSE POSITIVE",444.89411,0.01725,-0.01725,0.2991,0.1817,-0.2989,7.937,0.986,-0.986,363,42.7,-42.7,4.7,1.42,-2.34,5.25,4.81,-4.09,13.20,1,6195.00,194.00,-200.00,3.753,0.472,-0.190,-0.4200,0.3400,-0.3000,2.4390,0.7360,-1.2160,1.2300,0.2740,-0.3160
"CANDIDATE",402.20969,0.01102,-0.01102,0.3779,0.0848,-0.3775,5.298,0.677,-0.677,472.5,68.9,-68.9,10.03,7.04,-3.19,9.86,21.70,-5.71,9.50,1,4961.00,124.00,-124.00,3.131,0.309,-0.372,-0.2600,0.2600,-0.2600,4.6490,3.2660,-1.4760,1.0670,0.4060,-0.1570
"FALSE POSITIVE",229.86928,0.01226,-0.01226,0.049,0.4165,-0.0488,12.91,1.4,-1.4,1659,154,-154,9.57,3.48,-4.76,11.15,12.46,-8.68,10.60,1,6065.00,201.00,-200.00,3.763,0.482,-0.211,-0.4600,0.3200,-0.3000,2.3440,0.8510,-1.1650,1.1620,0.2790,-0.2920
"FALSE POSITIVE",5.14108479,7.768e-05,-7.768e-05,1.225,0.252,-0.139,25.93,0.723,-0.723,611.2,13.4,-13.4,25.74,8.12,-2.71,274.55,262.86,-83.76,57.00,1,5893.00,184.00,-205.00,4.505,0.039,-0.221,0.0000,0.2500,-0.3000,0.9410,0.2970,-0.0990,1.0330,0.1240,-0.1380
"FALSE POSITIVE",179.27230765,,,,,,2.21,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"CANDIDATE",584.55603,0.006664,-0.006664,0.3282,0.1252,-0.3281,3.671,0.364,-0.364,346.7,34.8,-34.8,6.69,0.63,-0.37,3.73,0.97,-0.57,10.00,1,5208.00,68.00,-68.00,3.458,0.009,-0.009,-0.2000,0.3000,-0.3000,3.6200,0.3400,-0.2000,1.3700,0.2900,-0.1600
"FALSE POSITIVE",200.83849979,,,,,,2.37,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"FALSE POSITIVE",40.1043796,0.0006491,-0.0006491,0.2029,0.2591,-0.2029,3.471,0.453,-0.453,187.3,27.5,-27.5,1.5,0.71,-0.18,28.85,40.18,-9.17,9.20,1,6174.00,155.00,-195.00,4.374,0.088,-0.293,-0.1600,0.2400,-0.3000,1.0890,0.5140,-0.1300,1.0200,0.2060,-0.1120
"CANDIDATE",70.31252504,,,,,,13.66,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"FALSE POSITIVE",30.114681501,1.606e-06,-1.606e-06,1.046,0.025,-0.038,5.68713,0.00216,-0.00216,87057.3,22.2,-22.2,56.45,18.88,-6.27,39.44,38.65,-12.17,2858.10,1,6273.00,169.00,-206.00,4.442,0.056,-0.210,-0.1400,0.2500,-0.3500,1.0440,0.3490,-0.1160,1.0990,0.1540,-0.1540
"CANDIDATE",69.775633,0.003048,-0.003048,0.3519,0.1331,-0.3174,9.205,0.985,-0.985,140.9,16.8,-16.8,1.19,0.42,-0.16,12.52,13.08,-4.08,9.70,1,6224.00,169.00,-184.00,4.413,0.095,-0.258,-0.5800,0.2800,-0.3000,0.9830,0.3490,-0.1260,0.9100,0.1170,-0.0920
"CANDIDATE",58.5029431,0.0008227,-0.0008227,0.0062,0.453,-0.0062,1.633,0.288,-0.288,117,20.5,-20.5,1.54,0.84,-0.33,33.01,53.11,-15.36,7.00,1,6525.00,158.00,-218.00,4.215,0.159,-0.298,-0.2200,0.2200,-0.3200,1.4120,0.7620,-0.3070,1.1960,0.2770,-0.1910
"CANDIDATE",415.748785,0.006944,-0.006944,0.1124,0.3472,-0.1124,3.313,0.352,-0.352,463.7,64.6,-64.6,3.24,2.09,-1.38,1.51,3.17,-1.06,9.20,1,5324.00,179.00,-147.00,4.027,0.459,-0.327,0.0200,0.2800,-0.2600,1.5340,0.9930,-0.6520,0.9120,0.1190,-0.0820
"FALSE POSITIVE",36.1826854,0.0001785,-0.0001785,1.267,6.674,-0.107,4.2546,0.0408,-0.0408,9471.7,88.1,-88.1,56.41,15.24,-18.66,38.40,32.06,-23.15,124.10,1,5696.00,186.00,-169.00,4.151,0.325,-0.175,-0.1600,0.3000,-0.2500,1.3210,0.3570,-0.4370,0.9010,0.1250,-0.0910
"CANDIDATE",24.1527864,0.0003599,-0.0003599,0.175,0.282,-0.175,4.451,0.551,-0.551,78.1,10.2,-10.2,0.97,0.32,-0.13,57.15,56.63,-21.54,9.30,1,6223.00,194.00,-259.00,4.392,0.087,-0.203,-0.0800,0.2500,-0.3000,1.0950,0.3580,-0.1540,1.0730,0.1640,-0.1310
"CANDIDATE",11.1734401,0.0002168,-0.0002168,0.268,0.191,-0.268,4.545,0.457,-0.457,61.3,8,-8,1.4,0.47,-0.28,632.06,635.93,-299.65,9.00,1,7372.00,231.00,-334.00,4.142,0.124,-0.202,-0.0400,0.2000,-0.3500,1.7520,0.5810,-0.3580,1.5520,0.2190,-0.2410
"FALSE POSITIVE",472.2265706,0.000123,-0.000123,0.876,0.039,-0.043,4.8732,0.0104,-0.0104,156143,304,-304,48.18,13.67,-4.3,0.52,0.43,-0.14,584.60,1,5763.00,155.00,-172.00,4.557,0.035,-0.184,-0.2000,0.3000,-0.3000,0.8420,0.2390,-0.0750,0.9370,0.1000,-0.1200
"CANDIDATE",428.379308,0.009399,-0.009399,0.7102,0.0274,-0.5127,4.066,0.465,-0.465,386.6,55,-55,2,0.96,-0.32,0.74,1.08,-0.27,7.40,1,5574.00,172.00,-138.00,4.381,0.152,-0.298,-0.2800,0.3400,-0.2400,0.9530,0.4540,-0.1550,0.7980,0.1450,-0.0570
"FALSE POSITIVE",1.507099289,1.567e-06,-1.567e-06,1.265,0.511,-0.108,4.8361,0.0484,-0.0484,1282,10.8,-10.8,26.56,6.79,-2.12,1037.46,804.55,-259.99,142.70,1,5762.00,173.00,-173.00,4.576,0.042,-0.168,-0.3600,0.3000,-0.3000,0.8010,0.2050,-0.0640,0.8920,0.0870,-0.1060
"FALSE POSITIVE",253.652263,0.001285,-0.001285,20.7849,4.996,-7.329,3.85,0.133,-0.133,26456,1309,-1309,1169.79,108.9,-108.9,0.15,0.04,-0.03,59.90,1,3960.00,50.00,-50.00,4.721,0.060,-0.060,-0.2000,0.1000,-0.1000,0.5370,0.0500,-0.0500,0.5530,0.0500,-0.0500
"CANDIDATE",392.72811,0.03037,-0.03037,0.4505,0.074,-0.4188,12.48,1.4,-1.4,499.7,54.8,-54.8,1.85,0.84,-0.15,0.62,0.85,-0.15,12.00,1,5701.00,165.00,-142.00,4.558,0.035,-0.295,-0.3000,0.3000,-0.2600,0.8150,0.3680,-0.0660,0.8770,0.1040,-0.0830
"FALSE POSITIVE",128.66825288,,,,,,2.67,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"FALSE POSITIVE",485.57785,0.02657,-0.02657,0.5739,0.0235,-0.4678,6.67,1.2,-1.2,853,201,-201,2.18,0.42,-0.15,0.29,0.17,-0.07,5.60,1,5255.00,160.00,-140.00,4.616,0.028,-0.114,-0.2800,0.3600,-0.2800,0.7270,0.1390,-0.0520,0.8000,0.0910,-0.0850
"CANDIDATE",374.05697,0.02385,-0.02385,0.1026,0.37,-0.1025,22.53,1.7,-1.7,961.1,80,-80,2.34,0.57,-0.17,0.45,0.34,-0.10,20.60,1,5302.00,178.00,-144.00,4.595,0.027,-0.151,-0.1200,0.3300,-0.2800,0.7710,0.1850,-0.0580,0.8650,0.0750,-0.1000
"FALSE POSITIVE",643.4528,0.01535,-0.01535,0.1952,0.2492,-0.1952,9.346,0.753,-0.753,585.1,61.7,-61.7,2.03,0.67,-0.16,0.32,0.31,-0.07,10.20,1,5649.00,155.00,-147.00,4.553,0.029,-0.236,-0.1000,0.2600,-0.2600,0.8450,0.2800,-0.0650,0.9300,0.0820,-0.0950
"CANDIDATE",339.633833,0.008837,-0.008837,0.111,0.313,-0.1109,8.859,0.553,-0.553,517.8,49.6,-49.6,2.04,0.86,-0.17,0.93,1.16,-0.23,12.00,1,5823.00,154.00,-167.00,4.522,0.033,-0.302,-0.0800,0.2400,-0.2800,0.9010,0.3820,-0.0740,0.9840,0.1160,-0.1160
"FALSE POSITIVE",1.061934307,1.502e-06,-1.502e-06,1.181,0.404,-0.104,3.211,0.0616,-0.0616,264.8,4.5,-4.5,18.7,5.41,-1.81,1958.71,1617.01,-542.48,70.90,1,5853.00,139.00,-174.00,4.544,0.036,-0.204,-0.1800,0.3000,-0.3000,0.8680,0.2510,-0.0840,0.9610,0.1100,-0.1210
