koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
"FALSE POSITIVE",49.312677,0.004203,-0.004203,0.5998,0.0379,-0.4837,4.057,0.824,-0.824,1713,333,-333,2.84,0.23,-0.27,3.22,1.04,-0.86,6.60,1,4541.00,137.00,-127.00,4.608,0.049,-0.029,-0.1800,0.3200,-0.3200,0.6660,0.0550,-0.0630,0.6570,0.0700,-0.0550
"FALSE POSITIVE",288.94276,0.01534,-0.01534,0.2515,0.1851,-0.251,11.43,1.3,-1.3,160.6,24.2,-24.2,1.05,0.56,-0.13,1.16,1.90,-0.37,6.70,1,5786.00,185.00,-143.00,4.463,0.122,-0.338,-0.8200,0.3600,-0.2600,0.8270,0.4340,-0.1080,0.7240,0.1160,-0.0320
"FALSE POSITIVE",273.6857427,0.0004591,-0.0004591,1.006,0.531,-0.062,8.3881,0.0511,-0.0511,15350.5,90.4,-90.4,37.15,6.5,-7.95,4.27,1.95,-1.77,202.30,1,6033.00,82.00,-82.00,4.071,0.182,-0.112,0.1000,0.1500,-0.1500,1.6500,0.2890,-0.3530,1.1700,0.1320,-0.0960
"FALSE POSITIVE",28.1117095,0.000291,-0.000291,0.1158,0.3426,-0.1157,1.689,0.26,-0.26,119.4,19.7,-19.7,1.19,0,0,30.39,0.00,0.00,6.50,1,5780.00,,,4.438,,,,,,1.0000,,,1.0000,,
"FALSE POSITIVE",17.745456135,7.919e-06,-7.919e-06,1.049,0.118,-0.097,4.0678,0.0194,-0.0194,80258,342,-342,116.14,24.73,-57.71,353.47,236.89,-276.13,272.20,1,6337.00,204.00,-227.00,3.826,0.504,-0.126,-0.4200,0.3000,-0.3000,2.2160,0.4720,-1.1010,1.2000,0.1820,-0.2730
"FALSE POSITIVE",603.3102,0.01152,-0.01152,0.3142,0.1387,-0.3141,8.025,0.558,-0.558,517.9,51.4,-51.4,2.6,1.35,-0.29,0.92,1.42,-0.29,11.90,1,6446.00,160.00,-228.00,4.391,0.065,-0.311,-0.1800,0.2200,-0.3200,1.1250,0.5860,-0.1240,1.1340,0.2450,-0.1490
"CONFIRMED",7.20281185,1.274e-05,-1.274e-05,0.028,0.423,-0.028,2.8305,0.06,-0.06,1832.6,42.4,-42.4,3.06,0.35,-0.32,93.79,37.23,-26.16,49.40,1,5388.00,161.00,-145.00,4.560,0.088,-0.064,-0.7000,0.3000,-0.3000,0.7170,0.0820,-0.0740,0.6810,0.0850,-0.0340
"FALSE POSITIVE",36.4772788,0.000978,-0.000978,0.5298,0.0044,-0.5298,2.092,0.76,-0.76,463,146,-146,1.65,0.28,-0.16,7.89,4.61,-2.19,5.80,1,4910.00,187.00,-151.00,4.545,0.058,-0.639,-0.0800,0.3200,-0.2600,0.7550,0.1270,-0.0720,0.7300,0.1220,-0.0580
"CANDIDATE",282.0309,0.1416,-0.1416,0.3315,0.1452,-0.3314,14.69,1.9,-1.9,782,166,-166,3.22,2.21,-0.35,2.32,4.94,-0.75,11.80,1,6343.00,153.00,-247.00,4.411,0.053,-0.386,0.0700,0.1900,-0.3500,1.1370,0.7810,-0.1230,1.2130,0.2660,-0.1990
"CANDIDATE",179.25465,0.02287,-0.02287,0.1755,0.2656,-0.1753,22.35,3.2,-3.2,272.4,33.9,-33.9,1.35,0.63,-0.15,1.94,2.80,-0.55,9.90,1,5692.00,181.00,-148.00,4.496,0.082,-0.291,-0.5600,0.3400,-0.2600,0.8200,0.3830,-0.0900,0.7700,0.1230,-0.0500
"CANDIDATE",65.752109,0.001934,-0.001934,0.109,0.347,-0.109,6.854,0.614,-0.614,382.5,43.4,-43.4,2,0.29,-0.14,10.36,4.07,-1.86,9.90,1,5816.00,78.00,-78.00,4.432,0.051,-0.119,0.1600,0.1500,-0.1500,1.0300,0.1540,-0.0710,1.0470,0.0630,-0.0630
"FALSE POSITIVE",249.61377295,,,,,,3.2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"CANDIDATE",59.9655175,0.0007848,-0.0007848,0.0853,0.3669,-0.0852,1.89,0.462,-0.462,310.1,58.9,-58.9,1.92,0.86,-0.25,12.67,17.00,-4.31,5.50,1,5729.00,168.00,-180.00,4.372,0.099,-0.279,0.2800,0.1400,-0.2600,1.1050,0.4910,-0.1480,1.0480,0.2280,-0.1100
"FALSE POSITIVE",399.49671,0.02031,-0.02031,0.0814,0.3941,-0.0813,5.351,0.987,-0.987,139.3,39.3,-39.3,1.39,0.82,-0.19,1.59,2.79,-0.55,6.90,1,6224.00,149.00,-183.00,4.321,0.110,-0.320,-0.1000,0.2200,-0.3000,1.1770,0.6870,-0.1650,1.0560,0.2680,-0.1070
"CANDIDATE",112.951287,0.003736,-0.003736,0.3936,0.0574,-0.3933,4.284,0.746,-0.746,555.6,87.6,-87.6,15.19,4.58,-7.05,88.86,73.74,-66.54,7.30,1,5215.00,101.00,-172.00,3.073,0.352,-0.289,-0.4400,0.2200,-0.3200,6.4280,1.9400,-2.9830,1.7820,0.2380,-0.8070
"CANDIDATE",103.363691,0.00227,-0.00227,0.5904,0.0366,-0.4683,6.012,0.854,-0.854,359.1,43.7,-43.7,2,0.95,-0.18,5.19,7.35,-1.42,9.40,1,5762.00,155.00,-186.00,4.461,0.048,-0.317,0.3800,0.0800,-0.3100,1.0220,0.4840,-0.0920,1.1030,0.2080,-0.1400
"FALSE POSITIVE",251.958533,0.004104,-0.004104,0.005,0.431,-0.005,4.742,0.287,-0.287,204.1,15.1,-15.1,1.4,0.2,-0.11,1.69,0.64,-0.33,15.30,1,5870.00,70.00,-79.00,4.449,0.051,-0.119,-0.0400,0.1500,-0.1500,0.9850,0.1430,-0.0770,0.9940,0.0600,-0.0660
"CANDIDATE",276.879492,0.002526,-0.002526,1.045,0.032,-0.735,3.779,0.315,-0.315,1762,184,-184,11.67,1.08,-1.42,1.08,0.30,-0.29,10.40,1,5324.00,85.00,-74.00,4.396,0.126,-0.063,0.1000,0.1500,-0.1500,0.9660,0.0890,-0.1180,0.8460,0.0660,-0.0330
"FALSE POSITIVE",389.169027,0.005426,-0.005426,0.2117,0.2421,-0.2115,3.759,0.307,-0.307,513.3,61.7,-61.7,15.36,1.29,-3.78,17.15,4.35,-8.61,7.70,1,5075.00,83.00,-165.00,3.031,0.027,-0.033,-0.1800,0.2400,-0.3200,6.9180,0.5800,-1.7040,1.8750,0.2780,-0.8220
"CANDIDATE",418.04355,0.007729,-0.007729,0.8391,0.1068,-0.6023,10.777,0.483,-0.483,481.6,42,-42,13.73,1.35,-3.01,10.83,3.25,-4.99,10.80,1,5110.00,96.00,-155.00,3.184,0.031,-0.029,-0.2000,0.2400,-0.3000,5.4690,0.5390,-1.1970,1.6680,0.3280,-0.6440
"FALSE POSITIVE",18.78970984,2.581e-05,-2.581e-05,1.172,0.135,-0.12,4.13997,0.00971,-0.00971,40789.1,96,-96,44.01,8.82,-5.87,75.60,46.95,-25.98,488.70,1,6477.00,194.00,-214.00,4.439,0.135,-0.165,-1.5600,0.3500,-0.2500,0.8840,0.1770,-0.1180,0.7840,0.0780,-0.0390
"FALSE POSITIVE",0.915782856,8.886e-06,-8.886e-06,1.209,6.658,-0.108,2.24,0.481,-0.481,301,50.1,-50.1,32.86,10.09,-6.73,6663.73,6046.45,-3061.80,7.70,1,6318.00,177.00,-243.00,4.256,0.153,-0.204,-0.0400,0.2500,-0.3000,1.3330,0.4090,-0.2730,1.1680,0.1940,-0.1590
"FALSE POSITIVE",0.66882716,2.386e-05,-2.386e-05,0.514,0.115,-0.514,1.069,0.323,-0.323,68.2,16.4,-16.4,124.42,11.14,-63.17,7165673.12,1752194.13,-5600031.33,6.20,1,3711.00,44.00,-95.00,0.652,0.195,-0.078,0.0700,0.1000,-0.2000,150.0910,13.4470,-76.1990,3.6860,0.0740,-2.4220
"CANDIDATE",370.05918,0.02027,-0.02027,0.0166,0.4255,-0.0166,11.86,1.3,-1.3,669.8,90.4,-90.4,1.9,0.44,-0.15,0.43,0.31,-0.10,8.60,1,5228.00,176.00,-141.00,4.592,0.031,-0.132,-0.1800,0.3400,-0.2800,0.7510,0.1730,-0.0580,0.8060,0.1050,-0.0810
"FALSE POSITIVE",43.5428781,0.0004621,-0.0004621,0.984,6.972,-0.015,3.6768,0.0894,-0.0894,5447,124,-124,17.47,5.32,-3.55,53.04,47.83,-24.26,52.10,1,6669.00,187.00,-257.00,4.224,0.144,-0.192,-0.2000,0.2500,-0.3000,1.4270,0.4350,-0.2900,1.2510,0.1890,-0.1890
"CANDIDATE",19.4534296,0.0003821,-0.0003821,0.046,0.398,-0.046,4.873,0.51,-0.51,149,17.8,-17.8,1.25,0.38,-0.17,72.59,65.57,-25.64,9.80,1,6372.00,176.00,-242.00,4.453,0.054,-0.216,-0.3200,0.2500,-0.3000,1.0150,0.3110,-0.1330,1.0660,0.1430,-0.1430
"FALSE POSITIVE",3.72273683,6.979e-05,-6.979e-05,0.52,0.451,-0.321,8.552,0.558,-0.558,37.8,3.1,-3.1,0.52,0.06,-0.03,350.89,105.99,-49.33,14.70,1,5898.00,79.00,-79.00,4.567,0.022,-0.088,-0.4000,0.1500,-0.1500,0.8190,0.0910,-0.0390,0.9040,0.0430,-0.0640
"FALSE POSITIVE",3.7229369,0.0001429,-0.0001429,0.896,0.059,-0.668,10.57,1.5,-1.5,65.2,4.7,-4.7,0.46,0.03,-0.03,28.81,6.21,-5.93,18.60,1,3724.00,73.00,-73.00,4.767,0.042,-0.025,-0.1000,0.1000,-0.1000,0.4800,0.0290,-0.0350,0.4920,0.0310,-0.0340
"FALSE POSITIVE",1.80455062,1.68e-05,-1.68e-05,0.348,0.101,-0.348,2.166,0.193,-0.193,39.7,3.7,-3.7,0.65,0.2,-0.09,1457.85,1304.66,-482.02,12.50,1,6006.00,162.00,-180.00,4.410,0.090,-0.195,-0.2000,0.3000,-0.3000,1.0190,0.3110,-0.1330,0.9750,0.1450,-0.1090
"FALSE POSITIVE",10.1955065,0.0001044,-0.0001044,0.5396,0.4392,-0.328,2.447,0.283,-0.283,221.4,35.4,-35.4,1.02,1.98,-0.09,45.18,397.18,-11.47,7.00,1,5182.00,156.00,-137.00,4.601,0.064,-0.929,-0.7400,0.3200,-0.2800,0.6660,1.2980,-0.0590,0.6460,0.1330,-0.0320
"CANDIDATE",232.916142,0.004621,-0.004621,0.2313,0.2313,-0.231,7.037,0.613,-0.613,64.8,8.5,-8.5,1.2,0.53,-0.34,4.02,5.18,-2.17,8.50,1,5807.00,147.00,-155.00,4.108,0.255,-0.219,0.0600,0.2200,-0.2800,1.4960,0.6570,-0.4250,1.0460,0.2520,-0.1340
"FALSE POSITIVE",3.66115536,9.441e-05,-9.441e-05,0.676,0.243,-0.441,14.807,0.502,-0.502,34.3,1.5,-1.5,0.81,0.18,-0.14,1093.71,698.17,-433.44,27.80,1,6356.00,160.00,-176.00,4.241,0.140,-0.140,-0.1800,0.2500,-0.3000,1.3080,0.2850,-0.2330,1.0850,0.1590,-0.1160
"CONFIRMED",267.282521,0.00481,-0.00481,0.378,0.092,-0.378,7.788,0.374,-0.374,471.9,26.9,-26.9,1.43,0.08,-0.06,0.44,0.09,-0.07,19.30,5,4926.00,98.00,-98.00,4.653,0.017,-0.049,-0.3600,0.1500,-0.1500,0.6620,0.0410,-0.0270,0.7270,0.0290,-0.0590
"CONFIRMED",16.9348104,0.000199,-0.000199,0.471,0.471,-0.275,3.408,0.278,-0.278,346.3,34.5,-34.5,1.31,0.09,-0.11,15.77,4.12,-4.11,11.50,3,4650.00,125.00,-139.00,4.589,0.048,-0.028,-0.0400,0.3000,-0.3000,0.7060,0.0460,-0.0610,0.7040,0.0700,-0.0580
"CANDIDATE",44.7055876,0.0007544,-0.0007544,1.692,71.26,-5.208,6.262,0.664,-0.664,471.8,46.5,-46.5,72.59,21.83,-7.27,15.83,14.27,-4.60,12.00,2,5942.00,176.00,-193.00,4.506,0.039,-0.208,-0.0600,0.2500,-0.3000,0.9380,0.2820,-0.0940,1.0280,0.1270,-0.1400
"CANDIDATE",57.3888262,0.0005823,-0.0005823,0.876,0.083,-0.677,3.543,0.215,-0.215,344.4,31.6,-31.6,1.88,0.14,-0.1,6.41,1.46,-0.99,11.90,2,5242.00,84.00,-73.00,4.512,0.050,-0.061,0.1400,0.1500,-0.1500,0.8560,0.0630,-0.0460,0.8690,0.0460,-0.0410
"CANDIDATE",126.51457638,,,,,,2.15,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"CANDIDATE",14.5168151,0.0002299,-0.0002299,0.607,0.031,-0.482,5.796,0.456,-0.456,86,8.7,-8.7,1.82,0.42,-0.78,265.78,188.13,-189.40,11.70,2,5934.00,178.00,-178.00,3.945,0.440,-0.110,-0.0600,0.3000,-0.3000,1.8850,0.4370,-0.8110,1.1410,0.1550,-0.2070
"FALSE POSITIVE",225.43420422,,,,,,13.02,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"CANDIDATE",359.98653,0.01209,-0.01209,0.3719,0.0874,-0.3718,3.866,0.86,-0.86,671,141,-141,1.76,0.29,-0.13,0.38,0.19,-0.09,5.60,1,5171.00,154.00,-138.00,4.626,0.037,-0.083,-0.5200,0.3400,-0.2800,0.6770,0.1100,-0.0510,0.7060,0.1000,-0.0560
"FALSE POSITIVE",1.540399732,7.306e-06,-7.306e-06,0.106,0.364,-0.106,1.63,0.174,-0.174,57.6,5,-5,0.58,0.07,-0.06,700.19,273.40,-205.07,14.80,1,5160.00,153.00,-138.00,4.518,0.088,-0.064,-0.2200,0.3000,-0.3000,0.7840,0.0880,-0.0880,0.7380,0.0980,-0.0570
"FALSE POSITIVE",1.540389045,2.59e-06,-2.59e-06,0.136,0.323,-0.136,1.8325,0.0463,-0.0463,485.7,11.9,-11.9,32.54,1.4,-12.53,86889.72,13203.89,-60407.72,48.60,1,4964.00,72.00,-260.00,2.562,0.033,-0.030,0.0700,0.1500,-0.5000,15.1550,0.6490,-5.8380,3.0550,0.2050,-1.8410
"FALSE POSITIVE",1.540393027,1.504e-06,-1.504e-06,0.343,0.65,-0.343,1.75,0.298,-0.298,526.2,24.1,-24.1,2.17,0.55,-0.36,1200.85,923.52,-457.50,72.10,1,5466.00,164.00,-147.00,4.396,0.162,-0.198,-0.1400,0.3000,-0.3000,0.9460,0.2400,-0.1600,0.8130,0.1190,-0.0640
"FALSE POSITIVE",0.888045184,3.153e-06,-3.153e-06,0.491,0.005,-0.491,2.1961,0.0884,-0.0884,90.6,4.2,-4.2,2.04,0.45,-0.6,15984.12,10822.39,-9138.89,26.60,1,6316.00,203.00,-226.00,3.908,0.266,-0.114,-0.1000,0.3000,-0.2500,2.0870,0.4500,-0.6180,1.2850,0.2450,-0.2000
"FALSE POSITIVE",43.9311596,1.532e-05,-1.532e-05,0.855,0.001,-0.001,12.9395,0.0178,-0.0178,9304.4,11.5,-11.5,58.37,9.23,-17.14,156.74,62.00,-85.16,1070.30,1,4888.00,49.00,-107.00,3.257,0.188,-0.101,0.3400,0.1000,-0.2000,5.1320,0.8110,-1.5070,1.7340,0.1900,-0.5710
"FALSE POSITIVE",494.62409,0.02558,-0.02558,0.4064,0.0998,-0.4063,8.36,2.9,-2.9,307,118,-118,1.04,0.09,-0.12,0.11,0.03,-0.04,6.00,1,4302.00,121.00,-145.00,4.647,0.067,-0.028,-0.3400,0.3200,-0.3200,0.6040,0.0500,-0.0690,0.5890,0.0610,-0.0520
"CANDIDATE",573.23826,0.01076,-0.01076,0.0078,0.4588,-0.0077,2.641,0.504,-0.504,470.1,87.8,-87.8,6.93,3.26,-1.99,3.09,4.27,-1.70,6.80,1,5172.00,126.00,-159.00,3.534,0.228,-0.303,-0.2000,0.2600,-0.3000,3.2640,1.5360,-0.9350,1.3300,0.3150,-0.3840
"CANDIDATE",314.765374,0.005622,-0.005622,0.158,0.3571,-0.158,3.325,0.75,-0.75,732,161,-161,2,0.46,-0.15,0.53,0.37,-0.13,7.50,1,5228.00,176.00,-142.00,4.600,0.028,-0.137,-0.1400,0.3400,-0.2800,0.7550,0.1710,-0.0570,0.8360,0.0880,-0.0930
"FALSE POSITIVE",110.75214125,,,,,,2.09,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"FALSE POSITIVE",121.1825045,,,,,,2.97,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"FALSE POSITIVE",78.60436061,4.636e-06,-4.636e-06,0.828,0.014,-0.011,4.65559,0.0023,-0.0023,78104,42.8,-42.8,34.8,10.32,-4.41,8.68,7.54,-2.82,2384.60,1,5938.00,160.00,-178.00,4.427,0.098,-0.196,-0.2200,0.3000,-0.3000,0.9850,0.2920,-0.1250,0.9470,0.1290,-0.1030
"FALSE POSITIVE",294.202469,0.009874,-0.009874,0.0219,0.4643,-0.0218,2.36,1.4,-1.4,248.2,58.6,-58.6,2.61,1.28,-0.66,6.09,8.82,-3.12,5.20,1,6897.00,167.00,-235.00,4.121,0.182,-0.278,-0.3600,0.2400,-0.3200,1.6350,0.8030,-0.4110,1.2910,0.2660,-0.2320
"FALSE POSITIVE",588.10504,0.02914,-0.02914,0.3168,0.1449,-0.3167,15.474,0.933,-0.933,326.6,36.7,-36.7,1.77,0.7,-0.19,0.67,0.78,-0.20,11.00,1,6214.00,166.00,-197.00,4.457,0.061,-0.286,-0.4000,0.2800,-0.3000,0.9650,0.3830,-0.1000,0.9720,0.1210,-0.1140
"FALSE POSITIVE",116.170346,0.001681,-0.001681,0.6637,0.1223,-0.4479,2.656,0.506,-0.506,435.2,88.6,-88.6,1.68,0.59,-0.12,2.49,2.70,-0.56,6.00,1,5510.00,175.00,-144.00,4.594,0.030,-0.211,-0.3200,0.3600,-0.2800,0.7620,0.2710,-0.0550,0.8330,0.1000,-0.0850
"FALSE POSITIVE",452.30053,0.01505,-0.01505,0.6613,0.0239,-0.4899,5.918,0.619,-0.619,809,135,-135,2.29,0.59,-0.16,0.37,0.29,-0.08,7.70,1,5396.00,160.00,-147.00,4.599,0.026,-0.163,-0.2000,0.3600,-0.2600,0.7660,0.1970,-0.0540,0.8590,0.0810,-0.0940
"FALSE POSITIVE",39.5931053,0.0006153,-0.0006153,0.0044,0.4757,-0.0043,2.306,0.598,-0.598,156.6,42.3,-42.3,1.22,0.51,-0.11,21.06,26.65,-6.05,5.70,1,6046.00,172.00,-218.00,4.486,0.044,-0.298,-0.0800,0.2200,-0.3000,0.9720,0.4110,-0.0890,1.0530,0.1830,-0.1320
"FALSE POSITIVE",1.55935718,1.018e-05,-1.018e-05,0.568,0.003,-0.49,2.892,0.156,-0.156,49.7,3.2,-3.2,1.39,0.3,-0.48,7676.02,4760.67,-4747.83,17.90,1,6475.00,156.00,-176.00,3.921,0.294,-0.105,-0.5800,0.3500,-0.3000,1.9000,0.4060,-0.6600,1.0970,0.1780,-0.1610
"FALSE POSITIVE",100.629443,0.001865,-0.001865,0.0726,0.421,-0.0726,1.708,0.392,-0.392,355.7,89.9,-89.9,1.75,0.57,-0.14,6.84,6.46,-1.81,4.70,1,6351.00,162.00,-209.00,4.513,0.038,-0.252,-0.5000,0.2600,-0.3000,0.9210,0.3000,-0.0770,1.0080,0.0850,-0.1210
"CANDIDATE",438.98396,0.02088,-0.02088,0.546,0.4179,-0.3273,9.62,1.3,-1.3,745.2,80.4,-80.4,32.58,1.07,-10.99,30.43,3.50,-19.19,14.00,1,5053.00,56.00,-214.00,2.770,0.030,-0.029,0.0700,0.1400,-0.5100,11.7060,0.3850,-3.9500,2.9390,0.1810,-1.6360
"FALSE POSITIVE",273.169948,0.004221,-0.004221,0.3259,0.1391,-0.3258,2.701,0.444,-0.444,283.3,47,-47,2.8,1.19,-0.93,4.08,5.36,-2.48,6.20,1,5880.00,189.00,-195.00,4.035,0.300,-0.209,-0.0200,0.2400,-0.2800,1.6500,0.7060,-0.5460,1.0770,0.2800,-0.1610
"CONFIRMED",14.5123622,0.000284,-0.000284,0.927,0.027,-0.627,4.163,0.315,-0.315,355.8,35,-35,2.08,0.08,-0.18,38.60,6.09,-8.37,11.80,3,5094.00,81.00,-81.00,4.469,0.096,-0.030,0.1600,0.1500,-0.1500,0.8700,0.0370,-0.0750,0.8130,0.0560,-0.0300
"FALSE POSITIVE",1.434200327,6.33e-06,-6.33e-06,1.208,1.458,-0.187,5.968,0.195,-0.195,3097.3,94.3,-94.3,44.76,11.06,-17.98,7985.65,5890.00,-5507.20,39.10,4,6911.00,194.00,-242.00,4.038,0.406,-0.145,-1.5400,0.3000,-0.2500,1.5010,0.3710,-0.6030,0.8970,0.0690,-0.0630
"FALSE POSITIVE",8.653098686,3.789e-06,-3.789e-06,1.11,0.081,-0.063,3.9071,0.0191,-0.0191,60715,269,-269,77.15,19.07,-30.99,725.95,535.44,-500.64,262.60,4,6911.00,194.00,-242.00,4.038,0.406,-0.145,-1.5400,0.3000,-0.2500,1.5010,0.3710,-0.6030,0.8970,0.0690,-0.0630
"FALSE POSITIVE",2.302365255,3.006e-06,-3.006e-06,1.1,0.035,-0.034,23.88,2.5,-2.5,62160,239,-239,63.06,17.91,-13.03,1429.81,1232.84,-659.10,468.40,1,5948.00,184.00,-226.00,4.269,0.180,-0.180,-0.0200,0.2500,-0.3000,1.2290,0.3490,-0.2540,1.0250,0.1520,-0.1240
"FALSE POSITIVE",0.575445783,,,0.144,,,0.8463,,,29.3,,,1.3,0.24,-0.48,34528.16,19507.66,-22408.12,3.20,1,6215.00,171.00,-191.00,3.802,0.300,-0.100,-0.1400,0.3000,-0.2500,2.3960,0.4430,-0.8850,1.3270,0.2180,-0.2660
"FALSE POSITIVE",214.715417,0.001426,-0.001426,0.981,0.156,-0.054,34.146,0.536,-0.536,5211.2,43,-43,71.79,15.05,-22.57,31.00,18.08,-17.67,161.30,1,5022.00,100.00,-110.00,3.060,0.240,-0.160,-0.3000,0.2000,-0.2500,5.8260,1.2210,-1.8320,1.4210,0.2170,-0.4030
"FALSE POSITIVE",23.0295222,0.0002012,-0.0002012,1.173,59.68,-1.025,7.96,0.339,-0.339,548.2,23.4,-23.4,20.81,6.1,-2.6,40.87,35.16,-13.54,27.70,1,5877.00,159.00,-195.00,4.445,0.098,-0.196,-0.2000,0.3000,-0.3000,0.9590,0.2810,-0.1200,0.9360,0.1210,-0.0990
"FALSE POSITIVE",359.04147,0.02106,-0.02106,1.28,6.913,-0.118,14.04,1.5,-1.5,3658,394,-394,27.1,1.94,-2.5,0.25,0.08,-0.07,11.20,1,4596.00,161.00,-161.00,4.590,0.052,-0.028,-0.0600,0.3000,-0.3000,0.6960,0.0500,-0.0640,0.6880,0.0740,-0.0560
"FALSE POSITIVE",0.52363021,2.5e-08,-2.5e-08,0.549,0.011,-0.015,3.45121,0.00382,-0.00382,367102,245,-245,52.26,6.81,-6.17,3324.98,1447.67,-1003.77,1948.20,1,5407.00,160.00,-144.00,4.535,0.099,-0.081,-0.6200,0.3500,-0.3000,0.7450,0.0970,-0.0880,0.6940,0.0900,-0.0390
"FALSE POSITIVE",0.523632451,3.622e-06,-3.622e-06,0.738,0.241,-0.502,1.99,0.255,-0.255,8.1,0.8,-0.8,1.08,0.28,-0.52,188657.97,145444.98,-146489.98,13.90,1,8277.00,228.00,-358.00,3.693,0.435,-0.145,0.0700,0.2500,-0.4500,3.5180,0.9160,-1.7010,2.2250,0.3610,-0.5860
"FALSE POSITIVE",492.25299,0.01105,-0.01105,0.226,0.2033,-0.2257,5.077,0.604,-0.604,372.7,42.4,-42.4,1.8,0.74,-0.17,0.59,0.72,-0.15,11.60,1,5755.00,153.00,-152.00,4.478,0.055,-0.283,-0.0400,0.2400,-0.2800,0.9360,0.3830,-0.0890,0.9610,0.1190,-0.0970
"FALSE POSITIVE",293.5056071,0.0007301,-0.0007301,1.341,6.63,-0.285,3.4075,0.0789,-0.0789,6824,158,-158,48.59,6.08,-6.09,1.16,0.40,-0.32,51.00,1,5455.00,81.00,-73.00,4.381,0.126,-0.084,0.1000,0.1500,-0.1500,1.0060,0.1260,-0.1260,0.8870,0.0670,-0.0390
"FALSE POSITIVE",25.95247,0.001077,-0.001077,0.4398,0.0189,-0.4398,12.945,0.744,-0.744,80.8,9.4,-9.4,1.56,1.06,-0.25,189.06,420.87,-78.26,16.40,1,7351.00,232.00,-330.00,4.170,0.094,-0.388,-0.0600,0.2400,-0.4000,1.6790,1.1550,-0.2700,1.5170,0.3450,-0.2700
"FALSE POSITIVE",4.34573349,3.576e-05,-3.576e-05,0.512,0.455,-0.301,2.246,0.375,-0.375,73.5,11.1,-11.1,0.86,0.26,-0.11,415.52,363.41,-135.85,9.70,1,5967.00,161.00,-179.00,4.430,0.087,-0.188,-0.2800,0.3000,-0.3000,0.9760,0.2910,-0.1250,0.9360,0.1300,-0.1060
"CANDIDATE",288.07937,0.003761,-0.003761,0.0483,0.4066,-0.0483,3.161,0.322,-0.322,991,161,-161,3.01,1.24,-0.23,1.25,1.51,-0.33,7.60,1,5825.00,152.00,-209.00,4.504,0.032,-0.297,0.2100,0.1700,-0.2700,0.9650,0.4000,-0.0730,1.0830,0.1690,-0.1330
"FALSE POSITIVE",484.58335927,,,,,,3.2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"FALSE POSITIVE",288.285213,0.006879,-0.006879,0.0503,0.4015,-0.05,5.343,0.473,-0.473,378.1,35.9,-35.9,2.2,1,-0.3,2.25,3.00,-0.76,11.50,1,6171.00,148.00,-180.00,4.337,0.113,-0.279,-0.2000,0.2600,-0.3000,1.1270,0.5150,-0.1540,1.0040,0.1950,-0.1090
"CANDIDATE",198.895864,0.002938,-0.002938,0.0543,0.3936,-0.0541,4.193,0.326,-0.326,1779,182,-182,3.33,1.08,-0.35,1.14,1.17,-0.33,13.00,1,5184.00,185.00,-147.00,4.502,0.079,-0.391,-0.1600,0.3600,-0.2600,0.8080,0.2640,-0.0850,0.7560,0.1420,-0.0570
"FALSE POSITIVE",19.93826636,,,,,,1.77,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"FALSE POSITIVE",491.08027,0.02564,-0.02564,0.4169,0.0148,-0.4168,7.42,1.6,-1.6,335.6,72.1,-72.1,1.86,0.66,-0.26,0.79,0.84,-0.26,7.90,1,5931.00,164.00,-162.00,4.396,0.107,-0.249,-0.3200,0.3000,-0.2800,0.9970,0.3580,-0.1380,0.9040,0.1310,-0.0840
"FALSE POSITIVE",3.350209754,7.62e-07,-7.62e-07,9.666,11.15,-0.848,4.43333,0.00837,-0.00837,28325.4,46.9,-46.9,1447.13,229.5,-229.5,1777.46,723.64,-577.67,671.10,1,6657.00,79.00,-79.00,4.181,0.132,-0.108,-0.2400,0.1500,-0.1500,1.5010,0.2380,-0.2380,1.2550,0.0890,-0.1230
"FALSE POSITIVE",628.592314,0.009239,-0.009239,0.8176,0.1074,-0.561,3.603,0.384,-0.384,393.7,53.5,-53.5,6.99,3.82,-1.6,2.57,4.14,-1.19,7.60,1,5058.00,111.00,-125.00,3.497,0.197,-0.325,-0.2000,0.2600,-0.2600,3.1170,1.7080,-0.7130,1.1140,0.3240,-0.1960
